,id,xcenter,ycenter,Bflux,Bfluxerr,Vflux,Vfluxerr,Rflux,Rfluxerr,Bflux_1sec,Vflux_1sec,Rflux_1sec,Bflux_1sec_err,Vflux_1sec_err,Rflux_1sec_err,Binst,Vinst,Rinst,Binst_err,Vinst_err,Rinst_err,Bmag,Bmag_err,Vmag,Vmag_err,Rmag,Rmag_err,B-V,B-V_err,V-R,V-R_err
10,11,1435.7638136254743,227.82435277839195,985.5992607778508,90.95588686055122,2913.3129735847874,99.67513648433996,2908.9819914121376,104.8919487992982,98.55992607778508,291.33129735847876,290.89819914121375,9.095588686055121,9.967513648433997,10.489194879929821,-4.9842509227240175,-6.160967857123227,-6.159352581688854,0.10012906986741507,0.03712183485471352,0.03912288380719458,15.239782235632154,0.1002816705926878,13.227855554923137,0.03753264396423104,14.58026809972375,0.039355350751905195,2.011926680709017,0.10707526707791148,-1.3524125448006128,0.05438329702906227
11,12,202.26057507901726,228.81468746266304,647.2824045424136,87.1006474315406,1790.1618771185717,93.8299472239179,1208.6284591610474,98.19488392892367,64.72824045424136,179.01618771185719,120.86284591610475,8.71006474315406,9.382994722391789,9.819488392892367,-4.52773450374134,-5.632230760635023,-5.205732040541244,0.14600150073603477,0.05686943400996568,0.08815070359739538,15.696298654614832,0.14610619782035605,13.75659265141134,0.05713843946573048,15.533888640871359,0.08825412251067988,1.9397060032034918,0.15688155502193354,-1.7772959894600184,0.10513606139050977
12,13,2938.5393618272287,238.44378948398196,546.5494311927168,88.71410291906345,2017.2269703069032,96.18063913787852,1349.426427810819,99.70035427242635,54.654943119271685,201.7226970306903,134.9426427810819,8.871410291906345,9.618063913787852,9.970035427242635,-4.344073616644806,-5.761886915098318,-5.325373028332124,0.17611362517957463,0.051732400468907744,0.08016360296209349,15.879959541711365,0.1762004307549739,13.626936496948046,0.05202797322826012,15.41424765308048,0.08027731208304374,2.253023044763319,0.183721261144373,-1.787311156132434,0.09566272436805755
13,14,2898.083375429907,255.2302372654174,358.54691036495524,86.89831339671352,1469.0333911517273,95.86256888440388,754.3947719501216,98.95396237652233,35.854691036495524,146.90333911517274,75.43947719501216,8.689831339671352,9.586256888440388,9.895396237652232,-3.886364961235798,-5.417579168556866,-4.69399667506191,0.26296327568257205,0.07080226213104203,0.14231945020110157,16.337668197120372,0.2630214196259595,13.971244243489497,0.07101851211365874,16.045624006350693,0.14238352959860934,2.366423953630875,0.2724406288439611,-2.074379762861195,0.15911222003289363
14,15,144.84940295162545,258.1278624679245,2032.3160318478413,96.36465346958086,5596.197543648816,108.71863622299091,3902.740230346548,114.14723482180433,203.23160318478412,559.6197543648816,390.27402303465476,9.636465346958087,10.871863622299092,11.414723482180433,-5.76997810772014,-6.869732591301791,-6.478424113098358,0.051446550327819925,0.021078548314617463,0.03173404901987554,14.45405505063603,0.05174292574815966,12.519090820744573,0.02179389682954308,14.261196568314245,0.032020203975148265,1.9349642298914578,0.056145385420320444,-1.7421057475696724,0.038733285448395265
15,16,3151.3346287318864,271.94493002155747,799.4937786443693,89.46080704047817,2390.2798859874706,97.11503070778407,1487.7368272336953,100.44271793443367,79.94937786443693,239.02798859874707,148.77368272336952,8.946080704047818,9.711503070778408,10.044271793443368,-4.757037721453498,-5.9461218923526875,-5.431315284024915,0.1214080437292499,0.04408262351854893,0.07325243750368074,15.466995436902673,0.12153392903428291,13.442701519693676,0.04442911698698533,15.308305397387688,0.07337685735737727,2.024293917208997,0.12940031817098963,-1.8656038776940118,0.08577942429212335
16,17,2730.923721737581,281.5175662462175,2961.2391405818726,101.2167052797072,9635.474702031246,122.21211469485891,8701.660410401455,133.64104878240204,296.12391405818727,963.5474702031246,870.1660410401455,10.12167052797072,12.22121146948589,13.364104878240203,-6.178683702736495,-7.459682788758979,-7.349005326452156,0.0370858684540091,0.013761661832391983,0.016663548229896567,14.045349455619675,0.0374959259564919,11.929140623287385,0.01483415236386021,13.390615354960447,0.017202250870869372,2.1162088323322905,0.040323647400612735,-1.4614747316730625,0.02271496227992786
17,18,3583.0362463931506,333.33637860734274,4999.434825695103,114.23343002658106,13987.918148654087,136.18907931034897,6092.429546332223,138.94886939854945,499.94348256951037,1398.7918148654087,609.2429546332223,11.423343002658106,13.618907931034897,13.894886939854945,-6.747302277862399,-7.864382705845258,-6.961976289116233,0.024791456614619994,0.010563770067953004,0.02474538640962811,13.476730880493772,0.02540077056746982,11.524440706201105,0.01192736257576188,13.77764439229637,0.025111307094136788,1.952290174292667,0.028061737712317927,-2.253203686095265,0.027799994999814833
18,19,2624.5828405072516,334.14202497707896,1220.8539380936604,92.82494767414512,3495.0792925706223,101.68858353285896,3416.7156678304523,109.50678393195085,122.08539380936604,349.50792925706224,341.67156678304525,9.282494767414512,10.168858353285895,10.950678393195085,-5.216659271094034,-6.358642582489836,-6.334022097984499,0.08249559188358933,0.03156784264313585,0.03477458241107074,15.007373887262137,0.08268074446066863,13.030180829556528,0.03204992089080551,14.405598583428105,0.03503591267940065,1.977193057705609,0.08867526675278331,-1.3754177538715773,0.04748381415161885
19,20,1367.1564971383486,348.16206257309,158.9001115809524,83.37233696157968,1458.7719066662435,94.18774521396558,3156.118968222424,105.37759997800757,15.89001115809524,145.87719066662436,315.6118968222424,8.337233696157968,9.418774521396559,10.537759997800757,-3.0028105054315213,-5.40996847747132,-6.247883413362407,0.5692820772956425,0.07005461449466606,0.036226358108589714,17.22122265292465,0.569308937532504,13.978854934575043,0.07027316523368918,14.491737268050196,0.03647728906081181,3.2423677183496054,0.5736296576244554,-0.5128823334751527,0.07917645084990488
